class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-root,stem-surface,stem-color,has-ring,ring-type,spore-print-color,habitat,season,stem-width_cm
1,3.63,f,d,n,f,x,c,w,4.55,b,s,n,f,f,n,l,u,0.279
1,4.15,f,d,n,f,x,c,y,4.65,b,s,n,f,f,k,l,u,0.344
1,3.89,f,d,n,f,x,c,y,4.46,b,s,n,f,f,p,l,u,0.32799999999999996
1,3.25,f,d,n,f,x,c,y,4.31,b,s,n,f,f,p,l,a,0.268
1,2.94,f,d,n,f,x,c,w,4.53,b,s,n,f,f,k,l,u,0.329
1,3.19,f,d,n,f,x,c,w,3.43,b,s,n,f,f,k,l,u,0.23399999999999999
1,3.52,f,d,n,f,x,c,w,4.46,b,s,n,f,f,n,d,u,0.315
1,2.74,f,d,b,f,x,c,y,4.76,b,s,n,f,f,p,d,a,0.28900000000000003
1,4.24,f,d,b,f,x,c,w,4.94,b,s,n,f,f,k,l,a,0.34700000000000003
1,3.25,f,d,b,f,x,c,y,3.65,b,i,n,f,f,n,d,u,0.28900000000000003
1,4.17,f,d,b,f,x,c,y,4.36,b,s,n,f,f,k,l,a,0.308
1,4.23,f,d,b,f,x,c,y,4.8,b,s,n,f,f,p,d,u,0.292
1,3.78,f,d,b,f,x,c,w,4.33,b,s,n,f,f,n,l,u,0.33999999999999997
1,3.33,f,d,n,f,x,c,w,5.22,b,s,n,f,f,w,l,a,0.33599999999999997
1,2.67,f,d,b,f,x,c,w,4.59,b,i,n,f,f,k,d,a,0.267
1,3.66,f,d,b,f,x,c,w,3.99,b,s,n,f,f,n,d,u,0.298
1,3.13,f,d,n,f,x,c,w,4.27,b,i,n,f,f,n,d,a,0.292
1,3.56,f,d,n,f,x,c,y,5.86,b,s,n,f,f,w,d,u,0.375
1,3.25,f,d,b,f,x,c,w,3.95,b,s,n,f,f,k,d,a,0.273
1,3.97,f,d,n,f,x,c,y,5.1,b,s,n,f,f,p,d,u,0.286
1,3.22,f,d,n,f,x,c,y,4.25,b,s,n,f,f,p,d,a,0.306
1,3.67,f,d,b,f,x,c,w,4.68,b,s,n,f,f,p,d,a,0.28900000000000003
1,3.74,f,d,n,f,x,c,w,4.68,b,i,n,f,f,w,l,a,0.286
1,2.93,f,d,n,f,x,c,w,3.73,b,i,n,f,f,k,d,u,0.294
1,4.31,f,d,b,f,x,c,y,4.58,b,s,n,f,f,k,d,a,0.309
1,3.85,f,d,b,f,x,c,w,5.48,b,s,n,f,f,p,l,a,0.392
1,4.27,f,d,b,f,x,c,w,4.54,b,i,n,f,f,k,l,a,0.267
1,3.6,f,d,n,f,x,c,w,5.0,b,s,n,f,f,w,l,a,0.294
1,3.4,f,d,b,f,x,c,y,5.48,b,i,n,f,f,p,d,u,0.341
1,3.23,f,d,b,f,x,c,y,4.67,b,i,n,f,f,p,d,a,0.277
1,3.57,f,d,n,f,x,c,y,4.34,b,s,n,f,f,w,d,u,0.294
1,3.09,f,d,n,f,x,c,w,4.53,b,s,n,f,f,w,d,a,0.258
1,3.37,f,d,n,f,x,c,y,4.31,b,i,n,f,f,k,l,a,0.28300000000000003
1,2.93,f,d,n,f,x,c,w,4.37,b,s,n,f,f,p,l,a,0.343
1,3.05,f,d,n,f,x,c,w,3.94,b,i,n,f,f,w,d,u,0.27599999999999997
1,3.51,f,d,b,f,x,c,y,3.46,b,i,n,f,f,p,l,a,0.288
1,3.7,f,d,n,f,x,c,y,5.45,b,s,n,f,f,p,d,u,0.372
1,3.66,f,d,n,f,x,c,y,4.79,b,i,n,f,f,n,d,u,0.325
1,3.1,f,d,n,f,x,c,y,3.77,b,i,n,f,f,g,l,a,0.281
1,3.97,f,d,b,f,x,c,w,5.11,b,s,n,f,f,g,d,u,0.341
1,2.95,f,d,n,f,x,c,y,4.94,b,i,n,f,f,p,d,u,0.34500000000000003
1,3.55,f,d,n,f,x,c,w,4.65,b,i,n,f,f,k,d,a,0.331
1,3.22,f,d,n,f,x,c,y,4.41,b,s,n,f,f,n,d,a,0.27799999999999997
1,4.14,f,d,b,f,x,c,w,5.57,b,s,n,f,f,k,l,a,0.362
1,4.45,f,d,b,f,x,c,y,5.63,b,i,n,f,f,k,l,a,0.42300000000000004
1,3.64,f,d,n,f,x,c,y,4.51,b,s,n,f,f,u,d,u,0.275
1,4.38,f,d,b,f,x,c,w,5.37,b,s,n,f,f,w,l,a,0.36
1,3.64,f,d,b,f,x,c,y,4.31,b,s,n,f,f,w,l,a,0.313
1,4.04,f,d,b,f,x,c,y,4.5,b,i,n,f,f,p,d,a,0.317
1,3.64,f,d,n,f,x,c,y,4.05,b,i,n,f,f,n,l,u,0.302
1,3.41,f,d,n,f,x,c,y,3.98,b,s,n,f,f,k,d,a,0.294
1,3.78,f,d,n,f,x,c,y,4.6,b,i,n,f,f,w,l,a,0.282
1,4.55,f,d,n,f,x,c,w,5.87,b,i,n,f,f,k,d,u,0.365
1,3.84,f,d,n,f,x,c,w,4.37,b,i,n,f,f,k,d,u,0.29900000000000004
1,3.26,f,d,b,f,x,c,y,4.24,b,i,n,f,f,p,l,u,0.259
1,3.28,f,d,b,f,x,c,y,4.27,b,i,n,f,f,n,l,a,0.28900000000000003
1,3.91,f,d,n,f,x,c,y,4.64,b,s,n,f,f,p,d,a,0.305
1,3.38,f,d,n,f,x,c,w,4.81,b,i,n,f,f,p,l,a,0.316
1,2.67,f,d,n,f,x,c,y,3.9,b,i,n,f,f,p,d,u,0.28300000000000003
1,4.71,f,d,b,f,x,c,y,5.24,b,i,n,f,f,n,l,a,0.348
1,3.16,f,d,b,f,x,c,w,4.54,b,s,n,f,f,k,l,u,0.29100000000000004
1,4.0,f,d,b,f,x,c,y,4.6,b,s,n,f,f,k,l,a,0.302
1,2.98,f,d,n,f,x,c,y,4.97,b,i,n,f,f,w,d,a,0.279
1,3.39,f,d,n,f,x,c,y,4.81,b,s,n,f,f,n,l,u,0.306
1,3.68,f,d,b,f,x,c,y,3.82,b,i,n,f,f,w,d,u,0.244
1,4.92,f,d,b,f,x,c,w,4.84,b,s,n,f,f,k,d,a,0.32999999999999996
1,3.36,f,d,n,f,x,c,y,4.6,b,i,n,f,f,k,l,u,0.304
1,2.83,f,d,b,f,x,c,y,4.58,b,s,n,f,f,k,d,u,0.32599999999999996
1,3.37,f,d,b,f,x,c,y,4.77,b,s,n,f,f,w,l,a,0.301
1,3.2,f,d,n,f,x,c,w,3.74,b,s,n,f,f,k,l,a,0.281
1,3.64,f,d,n,f,x,c,y,3.77,b,i,n,f,f,k,l,u,0.27599999999999997
1,4.16,f,d,n,f,x,c,w,4.48,b,i,n,f,f,p,d,u,0.303
1,3.9,f,d,b,f,x,c,w,5.39,b,i,n,f,f,n,d,u,0.381
1,4.44,f,d,n,f,x,c,w,4.26,b,i,n,f,f,k,l,a,0.277
1,3.52,f,d,b,f,x,c,y,4.2,b,s,n,f,f,r,l,a,0.274
1,3.13,f,d,b,f,x,c,y,3.79,b,i,n,f,f,w,l,a,0.26
1,2.58,f,d,b,f,x,c,w,3.99,b,s,n,f,f,k,d,u,0.25
1,3.12,f,d,b,f,x,c,y,4.82,b,s,n,f,f,k,l,a,0.321
1,3.24,f,d,n,f,x,c,y,4.37,b,s,n,f,f,n,l,u,0.261
1,3.45,f,d,b,f,x,c,w,3.75,b,s,n,f,f,w,l,a,0.281
1,4.07,f,d,n,f,x,c,y,4.87,b,i,n,f,f,k,l,a,0.311
1,3.49,f,d,n,f,x,c,y,4.91,b,i,n,f,f,p,d,u,0.33399999999999996
1,3.03,f,d,n,f,x,c,y,3.84,b,s,n,f,f,k,l,a,0.264
1,1.77,f,d,n,f,x,c,y,3.52,b,s,n,f,f,w,d,u,0.23199999999999998
1,3.32,f,d,n,f,x,c,y,3.9,b,s,n,f,f,w,d,a,0.269
1,3.51,f,d,b,f,x,c,w,4.11,b,s,n,f,f,w,l,a,0.28700000000000003
1,3.84,f,d,n,f,x,c,w,4.97,b,i,n,f,f,p,d,u,0.34900000000000003
1,3.34,f,d,n,f,x,c,y,4.46,b,i,n,f,f,k,l,a,0.313
1,3.58,f,d,b,f,x,c,y,4.18,b,s,n,f,f,g,l,a,0.3
1,3.6,f,d,n,f,x,c,y,5.23,b,s,n,f,f,n,l,u,0.27599999999999997
1,3.01,f,d,b,f,x,c,y,4.3,b,i,n,f,f,n,l,a,0.28900000000000003
1,3.83,f,d,b,f,x,c,y,4.76,b,s,n,f,f,k,d,a,0.316
1,4.11,f,d,b,f,x,c,w,4.5,b,i,n,f,f,k,l,u,0.29900000000000004
1,3.65,f,d,b,f,x,c,w,4.78,b,s,n,f,f,n,l,a,0.308
1,2.83,f,d,n,f,x,c,w,4.01,b,i,n,f,f,k,d,u,0.27999999999999997
1,2.58,f,d,n,f,x,c,w,3.33,b,s,n,f,f,p,d,a,0.207
1,3.26,f,d,n,f,x,c,y,4.37,b,i,n,f,f,w,l,u,0.292
1,4.0,f,d,n,f,x,c,w,4.65,b,i,n,f,f,p,l,a,0.321
1,3.71,f,d,b,f,x,c,w,4.32,b,i,n,f,f,n,l,u,0.343
1,3.75,f,d,n,f,x,c,y,4.9,b,i,n,f,f,k,l,u,0.29300000000000004
1,3.07,f,d,b,f,x,c,y,4.47,b,s,n,f,f,k,l,u,0.282
1,3.36,f,d,n,f,x,c,w,4.75,b,i,n,f,f,n,d,u,0.319
1,3.49,f,d,n,f,x,c,y,4.43,b,s,n,f,f,k,l,u,0.281
1,3.47,f,d,b,f,x,c,y,3.89,b,i,n,f,f,k,d,a,0.23900000000000002
1,3.32,f,d,n,f,x,c,y,4.18,b,i,n,f,f,n,d,a,0.303
1,3.73,f,d,b,f,x,c,y,5.3,b,i,n,f,f,k,l,a,0.34500000000000003
1,3.4,f,d,n,f,x,c,y,4.07,b,i,n,f,f,k,d,a,0.281
1,3.2,f,d,n,f,x,c,y,4.2,b,s,n,f,f,n,l,u,0.321
1,2.99,f,d,n,f,x,c,w,4.0,b,s,n,f,f,g,l,a,0.301
1,3.39,f,d,n,f,x,c,y,4.71,b,i,n,f,f,k,d,a,0.32599999999999996
1,3.03,f,d,n,f,x,c,y,4.32,b,s,n,f,f,p,d,u,0.24700000000000003
1,3.64,f,d,b,f,x,c,y,4.72,b,i,n,f,f,w,d,a,0.361
1,2.68,f,d,b,f,x,c,y,3.44,b,i,n,f,f,u,l,u,0.244
1,3.26,f,d,n,f,x,c,w,4.19,b,s,n,f,f,k,l,a,0.231
1,2.26,f,d,n,f,x,c,w,4.01,b,s,n,f,f,k,d,a,0.27799999999999997
1,2.92,f,d,n,f,x,c,y,3.85,b,s,n,f,f,k,d,u,0.23399999999999999
1,3.25,f,d,n,f,x,c,y,4.59,b,i,n,f,f,p,d,a,0.335
1,2.5,f,d,b,f,x,c,w,3.44,b,s,n,f,f,p,d,a,0.242
1,3.79,f,d,b,f,x,c,w,5.11,b,s,n,f,f,n,l,u,0.317
1,3.31,f,d,n,f,x,c,y,4.69,b,s,n,f,f,n,l,a,0.282
1,3.56,f,d,n,f,x,c,w,4.3,b,s,n,f,f,k,l,a,0.292
1,3.51,f,d,b,f,x,c,w,4.35,b,i,n,f,f,p,l,a,0.29900000000000004
1,3.58,f,d,n,f,x,c,y,4.26,b,i,n,f,f,k,l,a,0.303
1,2.99,f,d,b,f,x,c,w,3.79,b,s,n,f,f,k,d,u,0.258
1,3.83,f,d,n,f,x,c,w,4.95,b,s,n,f,f,p,d,a,0.315
1,3.7,f,d,n,f,x,c,y,5.27,b,i,n,f,f,n,d,a,0.341
1,3.48,f,d,n,f,x,c,y,4.32,b,i,n,f,f,w,l,a,0.311
1,3.15,f,d,b,f,x,c,w,4.13,b,i,n,f,f,p,l,a,0.23900000000000002
1,3.87,f,d,b,f,x,c,w,4.53,b,i,n,f,f,g,l,a,0.262
1,3.34,f,d,b,f,x,c,w,5.37,b,i,n,f,f,k,l,u,0.33199999999999996
1,2.42,f,d,b,f,x,c,w,4.38,b,s,n,f,f,p,l,u,0.269
1,4.39,f,d,b,f,x,c,y,4.0,b,s,n,f,f,k,l,a,0.351
1,4.5,f,d,b,f,x,c,w,4.73,b,s,n,f,f,n,l,u,0.311
1,3.4,f,d,n,f,x,c,w,4.38,b,i,n,f,f,r,l,a,0.33999999999999997
1,3.8,f,d,n,f,x,c,w,4.48,b,s,n,f,f,n,d,u,0.3
1,3.81,f,d,b,f,x,c,w,4.73,b,s,n,f,f,g,l,a,0.275
1,3.14,f,d,n,f,x,c,w,5.09,b,s,n,f,f,p,d,a,0.343
1,3.89,f,d,b,f,x,c,w,3.74,b,s,n,f,f,p,l,a,0.28900000000000003
1,3.88,f,d,b,f,x,c,w,4.89,b,s,n,f,f,p,d,a,0.306
1,3.4,f,d,b,f,x,c,w,3.59,b,i,n,f,f,k,d,u,0.255
1,3.98,f,d,n,f,x,c,w,4.83,b,s,n,f,f,k,l,u,0.335
1,3.43,f,d,n,f,x,c,w,4.78,b,i,n,f,f,n,d,a,0.313
1,3.05,f,d,b,f,x,c,y,3.75,b,i,n,f,f,p,l,u,0.254
1,3.42,f,d,n,f,x,c,w,4.3,b,s,n,f,f,k,l,a,0.324
1,3.5,f,d,n,f,x,c,w,4.34,b,i,n,f,f,k,d,u,0.267
1,2.93,f,d,b,f,x,c,y,4.3,b,i,n,f,f,k,d,a,0.269
1,3.32,f,d,n,f,x,c,w,4.95,b,s,n,f,f,p,d,u,0.29900000000000004
1,3.81,f,d,b,f,x,c,w,4.68,b,s,n,f,f,w,d,a,0.341
1,4.0,f,d,n,f,x,c,w,4.56,b,s,n,f,f,g,d,a,0.304
1,2.96,f,d,b,f,x,c,y,4.31,b,s,n,f,f,p,l,u,0.273
1,3.23,f,d,n,f,x,c,w,3.91,b,s,n,f,f,p,d,u,0.286
1,2.82,f,d,b,f,x,c,w,4.28,b,i,n,f,f,w,d,a,0.277
1,3.31,f,d,b,f,x,c,y,4.46,b,s,n,f,f,p,l,u,0.305
1,4.07,f,d,n,f,x,c,w,4.6,b,i,n,f,f,k,l,u,0.324
1,2.39,f,d,b,f,x,c,w,3.56,b,s,n,f,f,k,d,a,0.257
1,3.49,f,d,n,f,x,c,y,4.91,b,s,n,f,f,k,d,u,0.314
1,3.28,f,d,n,f,x,c,y,4.66,b,i,n,f,f,k,d,u,0.33599999999999997
1,3.14,f,d,b,f,x,c,w,4.62,b,i,n,f,f,n,l,a,0.324
1,3.01,f,d,n,f,x,c,w,4.85,b,s,n,f,f,n,d,a,0.304
1,3.48,f,d,b,f,x,c,y,4.71,b,s,n,f,f,g,d,u,0.344
1,3.48,f,d,b,f,x,c,w,4.44,b,i,n,f,f,w,l,a,0.324
1,3.24,f,d,b,f,x,c,y,4.91,b,i,n,f,f,p,l,a,0.28700000000000003
1,3.09,f,d,b,f,x,c,w,4.13,b,s,n,f,f,w,l,u,0.274
1,2.95,f,d,n,f,x,c,y,3.83,b,i,n,f,f,w,l,a,0.22999999999999998
1,4.02,f,d,n,f,x,c,w,5.05,b,i,n,f,f,p,l,a,0.33399999999999996
1,3.72,f,d,b,f,x,c,w,5.09,b,s,n,f,f,w,d,u,0.314
1,3.12,f,d,n,f,x,c,y,3.81,b,i,n,f,f,p,d,u,0.294
1,3.46,f,d,b,f,x,c,w,4.37,b,s,n,f,f,w,d,a,0.28500000000000003
1,3.29,f,d,b,f,x,c,y,3.77,b,i,n,f,f,p,l,u,0.273
1,3.69,f,d,b,f,x,c,w,5.29,b,i,n,f,f,w,d,u,0.354
1,3.12,f,d,n,f,x,c,y,3.93,b,s,n,f,f,p,l,u,0.269
1,3.85,f,d,b,f,x,c,y,4.33,b,s,n,f,f,w,l,u,0.268
1,3.72,f,d,n,f,x,c,w,4.87,b,s,n,f,f,k,d,u,0.361
1,3.74,f,d,b,f,x,c,w,4.64,b,i,n,f,f,p,d,a,0.315
1,2.45,f,d,b,f,x,c,y,3.65,b,s,n,f,f,n,l,a,0.24500000000000002
1,2.47,f,d,b,f,x,c,y,4.14,b,s,n,f,f,p,d,a,0.26
1,3.1,f,d,b,f,x,c,y,4.92,b,s,n,f,f,k,d,u,0.264
1,3.66,f,d,b,f,x,c,y,4.4,b,s,n,f,f,w,l,u,0.274
1,2.53,f,d,n,f,x,c,y,4.75,b,s,n,f,f,k,l,u,0.288
1,3.28,f,d,n,f,x,c,w,4.87,b,i,n,f,f,w,l,a,0.319
1,3.66,f,d,b,f,x,c,w,4.23,b,i,n,f,f,p,l,u,0.3
1,3.27,f,d,n,f,x,c,y,4.21,b,s,n,f,f,k,l,a,0.303
1,3.62,f,d,b,f,x,c,w,5.22,b,i,n,f,f,u,l,a,0.33399999999999996
1,3.18,f,d,b,f,x,c,y,4.52,b,s,n,f,f,k,l,a,0.25
1,3.67,f,d,b,f,x,c,w,4.29,b,i,n,f,f,k,d,a,0.238
1,2.58,f,d,n,f,x,c,y,3.87,b,i,n,f,f,n,l,a,0.29
1,2.82,f,d,n,f,x,c,w,3.63,b,s,n,f,f,k,d,a,0.27999999999999997
1,3.51,f,d,n,f,x,c,y,4.08,b,i,n,f,f,k,l,a,0.305
1,4.07,f,d,b,f,x,c,w,4.82,b,i,n,f,f,k,d,u,0.3
1,4.21,f,d,b,f,x,c,w,4.85,b,i,n,f,f,w,d,a,0.29500000000000004
1,4.1,f,d,b,f,x,c,w,4.99,b,s,n,f,f,k,d,a,0.33399999999999996
1,3.79,f,d,b,f,x,c,y,4.54,b,i,n,f,f,k,d,a,0.32799999999999996
1,3.85,f,d,n,f,x,c,w,4.76,b,s,n,f,f,k,l,a,0.323
1,4.35,f,d,b,f,x,c,w,5.18,b,s,n,f,f,p,d,u,0.352
1,3.8,f,d,n,f,x,c,w,3.76,b,i,n,f,f,p,d,u,0.29300000000000004
1,3.87,f,d,n,f,x,c,w,4.85,b,i,n,f,f,n,l,a,0.335
1,3.43,f,d,b,f,x,c,w,4.58,b,i,n,f,f,k,d,u,0.33199999999999996
1,3.41,f,d,n,f,x,c,y,4.82,b,i,n,f,f,k,d,u,0.29700000000000004
1,3.47,f,d,n,f,x,c,w,3.98,b,s,n,f,f,w,d,u,0.28700000000000003
1,3.85,f,d,n,f,x,c,y,4.64,b,i,n,f,f,p,d,a,0.33199999999999996
1,3.14,f,d,n,f,x,c,w,4.31,b,s,n,f,f,w,d,u,0.262
1,3.5,f,d,b,f,x,c,w,4.11,b,i,n,f,f,k,d,a,0.274
1,3.17,f,d,n,f,x,c,y,4.19,b,s,n,f,f,w,l,u,0.282
1,3.63,f,d,b,f,x,c,y,4.25,b,i,n,f,f,k,d,u,0.307
1,4.56,f,d,b,f,x,c,w,4.39,b,i,n,f,f,g,l,u,0.33599999999999997
1,3.2,f,d,n,f,x,c,y,4.71,b,i,n,f,f,w,l,a,0.27799999999999997
1,2.68,f,d,n,f,x,c,y,4.34,b,s,n,f,f,n,l,u,0.262
1,3.81,f,d,n,f,x,c,w,4.53,b,s,n,f,f,k,l,u,0.306
1,3.31,f,d,n,f,x,c,y,3.88,b,i,n,f,f,k,d,a,0.277
1,4.33,f,d,n,f,x,c,w,5.36,b,i,n,f,f,g,l,u,0.373
1,3.58,f,d,b,f,x,c,w,4.72,b,s,n,f,f,g,d,u,0.305
1,3.93,f,d,n,f,x,c,y,4.75,b,s,n,f,f,k,l,u,0.29900000000000004
1,3.11,f,d,b,f,x,c,y,4.72,b,i,n,f,f,n,l,u,0.29
1,3.59,f,d,b,f,x,c,w,4.94,b,i,n,f,f,p,d,u,0.273
1,3.82,f,d,b,f,x,c,y,4.56,b,i,n,f,f,p,l,a,0.331
1,4.04,f,d,b,f,x,c,y,5.3,b,s,n,f,f,k,l,u,0.308
1,4.04,f,d,n,f,x,c,y,4.42,b,i,n,f,f,k,l,u,0.305
1,4.14,f,d,b,f,x,c,w,4.84,b,s,n,f,f,w,l,a,0.348
1,3.14,f,d,b,f,x,c,y,4.97,b,s,n,f,f,k,d,a,0.335
1,3.63,f,d,b,f,x,c,y,4.37,b,i,n,f,f,k,l,a,0.309
1,3.39,f,d,n,f,x,c,y,3.72,b,i,n,f,f,n,d,a,0.251
1,3.01,f,d,b,f,x,c,w,3.62,b,i,n,f,f,p,d,u,0.268
1,3.55,f,d,n,f,x,c,w,4.39,b,s,n,f,f,k,d,u,0.317
1,2.46,f,d,b,f,x,c,y,4.31,b,s,n,f,f,w,l,a,0.24900000000000003
1,3.41,f,d,n,f,x,c,y,4.46,b,s,n,f,f,p,d,a,0.263
1,3.4,f,d,b,f,x,c,y,3.43,b,i,n,f,f,p,l,u,0.23199999999999998
1,3.69,f,d,n,f,x,c,y,5.26,b,s,n,f,f,w,d,u,0.29100000000000004
1,4.03,f,d,n,f,x,c,w,4.95,b,i,n,f,f,w,l,u,0.33599999999999997
1,3.88,f,d,n,f,x,c,w,4.5,b,i,n,f,f,n,l,a,0.32
1,2.88,f,d,n,f,x,c,y,4.79,b,i,n,f,f,k,l,u,0.271
1,3.77,f,d,b,f,x,c,y,4.4,b,i,n,f,f,p,d,a,0.315
1,3.57,f,d,n,f,x,c,w,4.93,b,i,n,f,f,k,d,a,0.322
1,4.47,f,d,b,f,x,c,w,5.1,b,s,n,f,f,p,l,a,0.355
1,3.46,f,d,n,f,x,c,w,4.27,b,s,n,f,f,p,d,a,0.29300000000000004
1,3.11,f,d,n,f,x,c,w,3.97,b,s,n,f,f,k,l,u,0.28900000000000003
1,4.05,f,d,n,f,x,c,w,5.15,b,i,n,f,f,k,d,u,0.35
1,4.08,f,d,b,f,x,c,w,4.94,b,i,n,f,f,g,d,a,0.29300000000000004
1,4.11,f,d,b,f,x,c,w,4.63,b,s,n,f,f,k,d,u,0.351
1,2.97,f,d,n,f,x,c,w,3.74,b,i,n,f,f,r,l,u,0.279
1,3.21,f,d,n,f,x,c,w,4.93,b,s,n,f,f,k,d,a,0.311
1,2.93,f,d,b,f,x,c,w,4.76,b,s,n,f,f,k,l,a,0.324
1,3.38,f,d,b,f,x,c,y,4.94,b,s,n,f,f,n,l,u,0.343
1,3.44,f,d,b,f,x,c,w,4.87,b,i,n,f,f,k,l,u,0.331
1,3.53,f,d,n,f,x,c,w,5.0,b,i,n,f,f,k,d,a,0.32599999999999996
1,3.12,f,d,n,f,x,c,w,3.86,b,i,n,f,f,p,l,u,0.28500000000000003
1,3.32,f,d,n,f,x,c,w,4.62,b,s,n,f,f,k,d,a,0.282
1,2.87,f,d,n,f,x,c,w,4.23,b,s,n,f,f,k,d,a,0.298
1,4.15,f,d,n,f,x,c,w,5.07,b,s,n,f,f,n,l,a,0.379
1,2.74,f,d,b,f,x,c,w,4.21,b,i,n,f,f,k,l,u,0.28500000000000003
1,2.35,f,d,n,f,x,c,y,3.54,b,s,n,f,f,p,d,a,0.252
1,3.42,f,d,n,f,x,c,y,5.12,b,s,n,f,f,p,l,u,0.29100000000000004
1,3.46,f,d,n,f,x,c,y,3.98,b,i,n,f,f,k,l,u,0.292
1,2.87,f,d,n,f,x,c,w,4.0,b,s,n,f,f,k,d,u,0.317
1,4.93,f,d,b,f,x,c,w,5.89,b,s,n,f,f,k,l,a,0.371
1,3.61,f,d,n,f,x,c,w,4.63,b,s,n,f,f,w,l,u,0.33999999999999997
1,3.66,f,d,b,f,x,c,y,4.79,b,i,n,f,f,k,d,a,0.361
1,3.53,f,d,b,f,x,c,y,4.63,b,s,n,f,f,k,d,a,0.262
1,4.05,f,d,b,f,x,c,w,5.14,b,s,n,f,f,k,l,u,0.353
1,3.43,f,d,b,f,x,c,y,4.21,b,i,n,f,f,w,l,u,0.275
1,3.19,x,d,w,f,x,c,p,7.09,s,t,p,f,f,w,l,a,0.396
1,3.69,f,y,n,f,x,c,p,7.72,r,s,n,f,f,n,l,u,0.43099999999999994
1,4.38,f,g,n,f,x,c,p,7.84,s,y,p,f,f,n,d,u,0.44699999999999995
1,3.55,x,l,n,f,x,c,p,8.45,s,s,n,f,f,k,d,a,0.409
1,4.28,x,g,w,f,x,c,p,7.78,r,k,p,f,f,n,d,u,0.394
1,3.99,x,y,w,f,x,c,p,7.8,r,s,p,f,f,p,d,u,0.414
1,4.04,x,s,n,f,x,c,p,8.87,s,s,n,f,f,w,d,u,0.472
1,3.45,x,s,n,f,x,c,p,8.37,b,i,p,f,f,k,d,u,0.40099999999999997
1,3.96,x,t,w,f,x,c,p,8.18,b,f,p,f,f,k,l,u,0.41600000000000004
1,4.04,f,h,n,f,x,c,p,8.16,s,f,n,f,f,k,d,u,0.394
1,3.23,x,e,w,f,x,c,p,8.22,c,i,n,f,f,k,d,u,0.383
1,2.94,f,y,w,f,x,c,p,7.64,b,i,p,f,f,k,d,u,0.361
1,3.91,x,i,w,f,x,c,p,6.95,r,s,p,f,f,p,d,u,0.39
1,2.54,x,e,w,f,x,c,p,7.75,f,i,p,f,f,p,l,a,0.43
1,4.23,f,l,w,f,x,c,p,8.5,b,t,n,f,f,k,d,u,0.41500000000000004
1,3.25,x,g,n,f,x,c,p,7.39,s,k,n,f,f,w,d,u,0.371
1,2.95,f,k,n,f,x,c,p,8.06,b,i,n,f,f,k,l,a,0.375
1,4.31,f,e,w,f,x,c,p,8.51,s,s,p,f,f,n,l,a,0.44800000000000006
1,3.48,f,k,n,f,x,c,p,7.51,c,g,n,f,f,k,d,a,0.40099999999999997
1,3.57,x,i,w,f,x,c,p,8.4,b,f,p,f,f,n,d,a,0.409
1,3.7,x,h,w,f,x,c,p,8.34,s,f,p,f,f,p,l,a,0.378
1,3.36,x,t,n,f,x,c,p,7.47,s,s,p,f,f,w,l,u,0.399
1,4.05,x,t,n,f,x,c,p,9.26,b,s,p,f,f,n,l,a,0.44800000000000006
1,3.36,x,d,w,f,x,c,p,7.99,b,t,p,f,f,k,d,u,0.40700000000000003
1,3.42,f,i,w,f,x,c,p,8.05,b,s,n,f,f,g,d,a,0.425
1,3.11,f,k,w,f,x,c,p,7.7,r,i,p,f,f,u,l,a,0.386
1,3.36,x,h,n,f,x,c,p,8.54,s,y,n,f,f,n,l,a,0.442
1,4.27,f,k,n,f,x,c,p,8.05,s,t,p,f,f,k,l,a,0.374
1,3.3,x,s,n,f,x,c,p,8.34,b,k,n,f,f,p,d,a,0.42300000000000004
1,2.78,f,k,n,f,x,c,p,6.4,c,s,n,f,f,k,d,u,0.378
1,4.41,f,s,w,f,x,c,p,8.74,s,s,p,f,f,k,d,u,0.42300000000000004
1,3.96,x,t,w,f,x,c,p,8.45,b,k,p,f,f,p,d,u,0.40499999999999997
1,3.11,x,i,n,f,x,c,p,8.11,f,s,p,f,f,n,d,u,0.422
1,2.98,x,h,w,f,x,c,p,7.42,b,k,n,f,f,w,l,u,0.373
1,3.8,x,t,w,f,x,c,p,6.86,b,s,n,f,f,k,l,u,0.403
1,4.03,f,s,w,f,x,c,p,8.25,r,i,n,f,f,n,l,u,0.422
1,3.14,f,k,w,f,x,c,p,6.99,r,h,p,f,f,n,l,u,0.364
1,3.66,x,t,w,f,x,c,p,7.76,b,k,n,f,f,k,l,a,0.365
1,3.58,x,s,w,f,x,c,p,7.3,b,i,n,f,f,p,d,u,0.353
1,3.18,f,d,w,f,x,c,p,8.05,r,y,p,f,f,n,l,u,0.404
1,3.26,x,t,n,f,x,c,p,8.8,f,k,n,f,f,p,d,a,0.40599999999999997
1,3.43,x,s,w,f,x,c,p,7.93,c,g,n,f,f,p,l,a,0.389
1,4.08,x,d,w,f,x,c,p,8.14,b,s,n,f,f,k,d,u,0.421
1,3.75,x,t,n,f,x,c,p,8.36,b,s,n,f,f,n,l,a,0.41200000000000003
1,2.47,x,t,n,f,x,c,p,7.55,f,s,n,f,f,n,d,a,0.392
1,3.45,x,t,w,f,x,c,p,8.98,r,k,n,f,f,p,l,u,0.458
